Id	Cycle	Group	MS	All(a)	All(b)	QTL1(a)	QTL1(b)	QTL2(a)	QTL2(b)	QTL3(a)	QTL3(b)	QTL4(a)	QTL4(b)	QTL5(a)	QTL5(b)	QTL6(a)	QTL6(b)	QTL7(a)	QTL7(b)	QTL8(a)	QTL8(b)	QTL9(a)	QTL9(b)	QTL10(a)	QTL10(b)
212	F3	-	0.558171	0.581456	0.417489	0.704203	0.293937	0.499910	0.499910	0.996407	0.003502	0.647451	0.351416	0.999197	0.000735	0.002433	0.997247	0.499951	0.499951	0.952237	0.041805	0.013168	0.986786	0.499601	0.499601
213	F3	-	0.378435	0.522467	0.477091	0.002622	0.997198	0.499502	0.499502	0.004333	0.994559	0.494980	0.504736	0.999007	0.000759	0.499894	0.499894	0.731750	0.267115	0.998769	0.001138	0.993180	0.006788	0.000633	0.999217
214	F3	-	0.586919	0.697509	0.301634	0.997315	0.002580	0.001734	0.998198	0.996407	0.003502	0.996767	0.002372	0.494674	0.502947	0.935112	0.061627	0.499636	0.499636	0.998388	0.001147	0.056011	0.943720	0.999052	0.000609
215	F3	-	0.511507	0.391718	0.607487	0.499493	0.499493	0.002118	0.996663	0.499934	0.499934	0.996767	0.002372	0.484644	0.511426	0.033373	0.966397	0.997153	0.002771	0.001147	0.998701	0.401921	0.597899	0.000633	0.999217
216	F3	-	0.539868	0.712870	0.283546	0.499672	0.499672	0.375423	0.620674	0.996407	0.003502	0.995868	0.001915	0.895311	0.089673	0.878571	0.113891	0.993384	0.001166	0.001090	0.998390	0.993180	0.006788	0.499789	0.499789
217	F3	-	0.771064	0.404046	0.594851	0.002513	0.996430	0.001734	0.998198	0.996407	0.003502	0.647451	0.351416	0.999197	0.000735	0.878571	0.113891	0.499636	0.499636	0.001147	0.998701	0.013168	0.986786	0.000633	0.999217
218	F3	-	0.523138	0.270077	0.728721	0.002622	0.997198	0.499502	0.499502	0.004040	0.995583	0.197933	0.795479	0.495534	0.504119	0.469132	0.530258	0.499636	0.499636	0.043512	0.954521	0.488223	0.511692	0.000633	0.999217
219	F3	-	0.441915	0.440963	0.558133	0.002622	0.997198	0.001734	0.998198	0.416896	0.575916	0.997763	0.002188	0.495534	0.504119	0.499914	0.499914	0.002771	0.997153	0.998769	0.001138	0.993180	0.006788	0.000450	0.998721
220	F3	-	0.565977	0.273891	0.724484	0.002641	0.996684	0.001941	0.997729	0.702183	0.287985	0.996767	0.002372	0.494998	0.504547	0.002136	0.997815	0.002847	0.996650	0.043512	0.954521	0.013168	0.986786	0.478715	0.519754
221	F3	-	0.346195	0.447663	0.551954	0.002622	0.997198	0.001732	0.997750	0.003502	0.996407	0.494980	0.504736	0.495534	0.504119	0.469184	0.530711	0.996438	0.003180	0.998769	0.001138	0.993180	0.006788	0.020689	0.977514
222	F3	-	0.705669	0.152933	0.846297	0.293603	0.703089	0.001941	0.997729	0.996407	0.003502	0.194920	0.804428	0.002906	0.996926	0.002136	0.997815	0.002771	0.997153	0.001147	0.998701	0.013168	0.986786	0.020334	0.976840
223	F3	-	0.414654	0.613171	0.385713	0.641119	0.350602	0.499616	0.499616	0.996407	0.003502	0.997177	0.002453	0.002906	0.996926	0.499914	0.499914	0.002771	0.997153	0.499569	0.499569	0.993180	0.006788	0.999052	0.000609
224	F3	-	0.324017	0.279461	0.720276	0.002867	0.996452	0.001734	0.998198	0.003502	0.996407	0.997763	0.002188	0.009630	0.990050	0.002136	0.997815	0.763344	0.235521	0.001147	0.998701	0.013168	0.986786	0.999320	0.000641
225	F3	-	0.488442	0.374331	0.624718	0.002622	0.997198	0.375423	0.620674	0.786123	0.213013	0.494980	0.504736	0.494674	0.502947	0.033373	0.966397	0.499735	0.499735	0.001055	0.998122	0.056011	0.943720	0.999320	0.000641
226	F3	-	0.453004	0.630593	0.368650	0.002622	0.997198	0.001734	0.998198	0.995481	0.004080	0.194920	0.804428	0.486437	0.513209	0.935112	0.061627	0.997153	0.002771	0.997033	0.000602	0.696121	0.303745	0.999320	0.000641
227	F3	-	0.518114	0.508735	0.490076	0.643454	0.351713	0.499910	0.499910	0.996407	0.003502	0.485083	0.514008	0.495534	0.504119	0.002136	0.997815	0.997153	0.002771	0.455080	0.540709	0.013168	0.986786	0.499423	0.499423
228	F3	-	0.645767	0.552856	0.446255	0.996632	0.002754	0.001941	0.997729	0.003502	0.996407	0.997763	0.002188	0.999197	0.000735	0.997815	0.002136	0.002771	0.997153	0.041400	0.951116	0.488223	0.511692	0.999320	0.000641
229	F3	-	0.406220	0.486231	0.511773	0.002622	0.997198	0.001734	0.998198	0.499934	0.499934	0.197933	0.795479	0.002906	0.996926	0.966318	0.033257	0.997153	0.002771	0.949616	0.039588	0.744492	0.254782	0.499601	0.499601
230	F3	-	0.502610	0.765315	0.233577	0.353263	0.644658	0.499616	0.499616	0.990588	0.002932	0.329651	0.669431	0.999136	0.000749	0.997815	0.002136	0.997153	0.002771	0.998388	0.001147	0.488223	0.511692	0.999320	0.000641
231	F3	-	0.334742	0.635890	0.363637	0.849632	0.147400	0.998198	0.001734	0.996407	0.003502	0.997763	0.002188	0.005236	0.994508	0.002433	0.997247	0.997153	0.002771	0.499590	0.499590	0.013168	0.986786	0.999320	0.000641
232	F3	-	0.617535	0.574867	0.424435	0.996705	0.002849	0.998198	0.001734	0.499407	0.499407	0.194920	0.804428	0.999060	0.000790	0.469132	0.530258	0.002847	0.996650	0.001147	0.998701	0.589875	0.409535	0.997382	0.000000
233	F3	-	0.649382	0.748362	0.251348	0.996632	0.002754	0.001734	0.998198	0.995638	0.003321	0.997763	0.002188	0.999197	0.000735	0.997815	0.002136	0.002771	0.997153	0.499569	0.499569	0.993180	0.006788	0.999320	0.000641
234	F3	-	0.681590	0.413962	0.584604	0.996705	0.002849	0.998198	0.001734	0.003502	0.996407	0.639246	0.347848	0.486437	0.513209	0.997815	0.002136	0.002771	0.997153	0.001147	0.998701	0.013168	0.986786	0.000633	0.999217
235	F3	-	0.455920	0.444672	0.554566	0.499493	0.499493	0.122466	0.873192	0.996407	0.003502	0.329651	0.669431	0.007921	0.991607	0.002136	0.997815	0.002771	0.997153	0.998388	0.001147	0.488223	0.511692	0.999262	0.000631
236	F3	-	0.669419	0.524227	0.475417	0.997146	0.002634	0.001716	0.997757	0.996407	0.003502	0.494980	0.504736	0.009630	0.990050	0.966397	0.033373	0.003134	0.996440	0.998399	0.001122	0.773825	0.225342	0.000633	0.999217
237	F3	-	0.247258	0.653179	0.346437	0.002622	0.997198	0.998198	0.001734	0.499934	0.499934	0.997763	0.002188	0.999197	0.000735	0.002136	0.997815	0.996440	0.003134	0.042997	0.954206	0.993180	0.006788	0.999320	0.000641
238	F3	-	0.796375	0.398885	0.600376	0.996705	0.002849	0.001972	0.997742	0.996407	0.003502	0.494934	0.504570	0.486437	0.513209	0.499914	0.499914	0.002771	0.997153	0.455080	0.540709	0.013168	0.986786	0.041463	0.957330
239	F3	-	0.453462	0.445687	0.550947	0.499672	0.499672	0.499910	0.499910	0.499934	0.499934	0.494980	0.504736	0.010574	0.985422	0.499914	0.499914	0.256870	0.716562	0.499565	0.499565	0.695656	0.303963	0.499789	0.499789
240	F3	-	0.601434	0.399428	0.599696	0.499493	0.499493	0.997757	0.001716	0.995821	0.003596	0.494980	0.504736	0.010574	0.985422	0.499914	0.499914	0.002771	0.997153	0.001090	0.998390	0.013168	0.986786	0.478715	0.519754
241	F3	-	0.649177	0.448724	0.550745	0.499493	0.499493	0.246112	0.752488	0.996407	0.003502	0.004961	0.994931	0.495534	0.504119	0.499738	0.499738	0.731750	0.267115	0.001147	0.998701	0.013168	0.986786	0.998931	0.000577
242	F3	-	0.551276	0.449425	0.550375	0.002867	0.996452	0.001734	0.998198	0.004040	0.995583	0.004961	0.994931	0.999197	0.000735	0.997815	0.002136	0.002771	0.997153	0.998769	0.001138	0.982303	0.017635	0.499789	0.499789
243	F3	-	0.422700	0.279453	0.719436	0.002641	0.996684	0.996663	0.002118	0.003502	0.996407	0.004961	0.994931	0.009630	0.990050	0.499914	0.499914	0.263679	0.728711	0.001055	0.998122	0.013168	0.986786	0.999320	0.000641
244	F3	-	0.369395	0.439345	0.560415	0.042597	0.956875	0.998198	0.001734	0.996407	0.003502	0.835883	0.163519	0.002906	0.996926	0.002433	0.997247	0.002771	0.997153	0.499771	0.499771	0.013168	0.986786	0.999320	0.000641
245	F3	-	0.613112	0.515654	0.483781	0.644658	0.353263	0.499910	0.499910	0.003596	0.995821	0.997763	0.002188	0.999197	0.000735	0.997815	0.002136	0.002771	0.997153	0.997033	0.000602	0.013168	0.986786	0.000633	0.999217
246	F3	-	0.697259	0.401658	0.597765	0.994848	0.001568	0.499616	0.499616	0.499934	0.499934	0.004961	0.994931	0.002906	0.996926	0.997815	0.002136	0.003134	0.996440	0.001147	0.998701	0.013168	0.986786	0.999052	0.000609
247	F3	-	0.629023	0.370578	0.629229	0.997315	0.002580	0.499910	0.499910	0.996407	0.003502	0.194920	0.804428	0.002906	0.996926	0.002136	0.997815	0.997153	0.002771	0.001229	0.998351	0.013168	0.986786	0.000633	0.999217
248	F3	-	0.812056	0.315190	0.684246	0.850342	0.148280	0.001941	0.997729	0.786123	0.213013	0.494980	0.504736	0.999007	0.000759	0.001947	0.997267	0.002709	0.996552	0.001055	0.998122	0.013168	0.986786	0.000633	0.999217
249	F3	-	0.488157	0.517704	0.482021	0.996705	0.002849	0.998198	0.001734	0.499660	0.499660	0.997177	0.002453	0.002906	0.996926	0.530711	0.469184	0.002771	0.997153	0.001147	0.998701	0.647979	0.351763	0.499789	0.499789
250	F3	-	0.598893	0.301509	0.698017	0.499672	0.499672	0.499622	0.499622	0.003502	0.996407	0.014575	0.985066	0.002906	0.996926	0.997815	0.002136	0.002771	0.997153	0.000419	0.997185	0.993180	0.006788	0.000633	0.999217
251	F3	-	0.501051	0.501989	0.497575	0.499252	0.499252	0.499910	0.499910	0.499791	0.499791	0.014575	0.985066	0.486437	0.513209	0.530711	0.469184	0.997153	0.002771	0.499569	0.499569	0.991858	0.007784	0.000633	0.999217
252	F3	-	0.272625	0.669370	0.329971	0.002622	0.997198	0.499502	0.499502	0.707078	0.288527	0.494934	0.504570	0.999007	0.000759	0.002136	0.997815	0.997153	0.002771	0.998769	0.001138	0.993180	0.006788	0.999320	0.000641
253	F3	-	0.652752	0.451374	0.548304	0.499644	0.499644	0.001759	0.998096	0.995583	0.004040	0.004961	0.994931	0.495534	0.504119	0.530711	0.469184	0.997153	0.002771	0.499771	0.499771	0.488223	0.511692	0.000398	0.998792
254	F3	-	0.557340	0.447718	0.551344	0.996760	0.002665	0.001734	0.998198	0.996407	0.003502	0.004961	0.994931	0.002906	0.996926	0.033373	0.966397	0.002771	0.997153	0.951116	0.041400	0.488223	0.511692	0.998931	0.000577
255	F3	-	0.162052	0.559648	0.440129	0.002622	0.997198	0.001734	0.998198	0.499791	0.499791	0.997763	0.002188	0.073044	0.926211	0.033373	0.966397	0.997153	0.002771	0.998769	0.001138	0.993180	0.006788	0.999052	0.000609
256	F3	-	0.496840	0.401333	0.597363	0.499672	0.499672	0.122357	0.871817	0.499660	0.499660	0.997177	0.002453	0.494998	0.504547	0.002136	0.997815	0.499636	0.499636	0.001147	0.998701	0.396811	0.599591	0.499737	0.499737
257	F3	-	0.353347	0.346732	0.652519	0.002867	0.996452	0.001941	0.997729	0.003502	0.996407	0.997763	0.002188	0.494998	0.504547	0.002136	0.997815	0.996440	0.003134	0.455080	0.540709	0.013168	0.986786	0.499425	0.499425
258	F3	-	0.648965	0.252504	0.747284	0.499672	0.499672	0.001716	0.997757	0.996407	0.003502	0.997763	0.002188	0.009630	0.990050	0.002136	0.997815	0.002771	0.997153	0.001147	0.998701	0.013168	0.986786	0.000633	0.999217
259	F3	-	0.731132	0.493029	0.505725	0.146403	0.848356	0.001716	0.997757	0.996407	0.003502	0.029537	0.970205	0.993288	0.006537	0.988053	0.011686	0.761517	0.233107	0.001147	0.998701	0.013168	0.986786	0.999052	0.000609
260	F3	-	0.522227	0.575981	0.423685	0.002622	0.997198	0.499910	0.499910	0.996407	0.003502	0.494934	0.504570	0.495534	0.504119	0.997815	0.002136	0.499735	0.499735	0.998399	0.001122	0.773825	0.225342	0.000633	0.999217
261	F3	-	0.659668	0.634981	0.364309	0.994848	0.001568	0.874788	0.124014	0.995481	0.004080	0.004961	0.994931	0.486437	0.513209	0.997815	0.002136	0.003134	0.996440	0.998769	0.001138	0.993180	0.006788	0.000398	0.998792
262	F3	-	0.500751	0.499822	0.499865	0.997315	0.002580	0.001972	0.997742	0.994559	0.004333	0.004961	0.994931	0.009630	0.990050	0.002136	0.997815	0.499951	0.499951	0.996052	0.003671	0.991858	0.007784	0.499789	0.499789
263	F3	-	0.549940	0.549513	0.450268	0.002622	0.997198	0.499793	0.499793	0.996407	0.003502	0.004777	0.994483	0.999136	0.000749	0.499864	0.499864	0.499951	0.499951	0.998769	0.001138	0.993180	0.006788	0.000633	0.999217
264	F3	-	0.425354	0.612480	0.386340	0.997315	0.002580	0.997750	0.001732	0.708548	0.290699	0.004961	0.994931	0.486437	0.513209	0.002136	0.997815	0.997153	0.002771	0.537270	0.453314	0.393910	0.605713	0.999320	0.000641
265	F3	-	0.532601	0.764399	0.233991	0.997315	0.002580	0.997757	0.001716	0.996407	0.003502	0.997763	0.002188	0.999197	0.000735	0.499864	0.499864	0.754743	0.231058	0.998388	0.001147	0.401921	0.597899	0.000633	0.999217
266	F3	-	0.502676	0.492624	0.506467	0.979252	0.020374	0.001972	0.997742	0.996407	0.003502	0.997763	0.002188	0.002906	0.996926	0.002136	0.997815	0.731750	0.267115	0.001229	0.998351	0.693142	0.302404	0.519682	0.478257
267	F3	-	0.507914	0.647541	0.352074	0.996632	0.002754	0.998198	0.001734	0.786123	0.213013	0.006171	0.993130	0.495534	0.504119	0.499914	0.499914	0.997153	0.002771	0.499771	0.499771	0.696121	0.303745	0.499789	0.499789
268	F3	-	0.342245	0.549556	0.449780	0.460171	0.537366	0.997757	0.001716	0.995583	0.004040	0.004961	0.994931	0.002906	0.996926	0.002136	0.997815	0.997153	0.002771	0.541922	0.455654	0.993180	0.006788	0.499789	0.499789
269	F3	-	0.524264	0.628344	0.370165	0.002622	0.997198	0.997750	0.001732	0.783203	0.210753	0.376063	0.622788	0.993288	0.006537	0.988053	0.011686	0.233821	0.761827	0.499391	0.499391	0.410468	0.589228	0.998779	0.000509
270	F3	-	0.294423	0.705699	0.292947	0.002622	0.997198	0.998198	0.001734	0.995638	0.003321	0.647451	0.351416	0.009130	0.986720	0.996988	0.002386	0.761517	0.233107	0.998415	0.001218	0.647979	0.351763	0.999052	0.000609
271	F3	-	0.562649	0.244412	0.755120	0.996632	0.002754	0.001351	0.996016	0.004040	0.995583	0.004961	0.994931	0.002906	0.996926	0.033373	0.966397	0.997153	0.002771	0.001147	0.998701	0.401921	0.597899	0.000633	0.999217
272	F3	-	0.504321	0.433425	0.566353	0.997315	0.002580	0.001734	0.998198	0.213013	0.786123	0.993218	0.006599	0.009630	0.990050	0.469184	0.530711	0.002771	0.997153	0.998769	0.001138	0.647979	0.351763	0.000633	0.999217
273	F3	-	0.327478	0.522441	0.476738	0.002622	0.997198	0.001734	0.998198	0.288527	0.707078	0.485083	0.514008	0.459670	0.539140	0.499914	0.499914	0.996440	0.003134	0.998769	0.001138	0.991858	0.007784	0.499789	0.499789
274	F3	-	0.252851	0.547778	0.452025	0.002867	0.996452	0.001759	0.998096	0.995583	0.004040	0.494980	0.504736	0.002906	0.996926	0.002136	0.997815	0.997153	0.002771	0.998769	0.001138	0.982303	0.017635	0.999320	0.000641
275	F3	-	0.708375	0.490703	0.509048	0.002867	0.996452	0.001734	0.998198	0.996407	0.003502	0.014575	0.985066	0.999060	0.000790	0.997815	0.002136	0.002771	0.997153	0.499771	0.499771	0.393910	0.605713	0.998120	0.001696
276	F3	-	0.472081	0.361382	0.637912	0.002513	0.996430	0.001732	0.997750	0.499660	0.499660	0.452821	0.544379	0.167411	0.831805	0.499869	0.499869	0.002771	0.997153	0.499771	0.499771	0.488223	0.511692	0.999052	0.000609
277	F3	-	0.569789	0.529483	0.470110	0.002622	0.997198	0.001734	0.998198	0.996407	0.003502	0.494980	0.504736	0.999197	0.000735	0.499738	0.499738	0.267115	0.731750	0.998399	0.001122	0.993180	0.006788	0.041463	0.957330
278	F3	-	0.575146	0.519315	0.480412	0.997315	0.002580	0.001734	0.998198	0.499934	0.499934	0.997763	0.002188	0.009630	0.990050	0.966397	0.033373	0.731750	0.267115	0.499771	0.499771	0.488223	0.511692	0.000633	0.999217
279	F3	-	0.366730	0.732065	0.267274	0.499493	0.499493	0.001734	0.998198	0.996407	0.003502	0.834256	0.161209	0.002906	0.996926	0.997815	0.002136	0.997153	0.002771	0.998769	0.001138	0.993180	0.006788	0.998931	0.000577
280	F3	-	0.691787	0.598549	0.400897	0.460171	0.537366	0.998198	0.001734	0.995638	0.003321	0.997763	0.002188	0.999197	0.000735	0.997267	0.001947	0.002771	0.997153	0.001147	0.998701	0.013168	0.986786	0.520171	0.479034
281	F3	-	0.640901	0.590476	0.406404	0.499252	0.499252	0.001357	0.995659	0.694904	0.281422	0.997763	0.002188	0.999197	0.000735	0.966397	0.033373	0.267115	0.731750	0.001147	0.998701	0.478579	0.520354	0.999052	0.000609
282	F3	-	0.772399	0.323735	0.675508	0.499252	0.499252	0.001734	0.998198	0.499934	0.499934	0.004961	0.994931	0.486437	0.513209	0.997815	0.002136	0.233821	0.761827	0.499590	0.499590	0.013168	0.986786	0.000633	0.999217
283	F3	-	0.492335	0.607325	0.392280	0.002867	0.996452	0.998198	0.001734	0.499934	0.499934	0.004777	0.994483	0.999197	0.000735	0.997815	0.002136	0.996440	0.003134	0.086477	0.911856	0.488223	0.511692	0.999320	0.000641
284	F3	-	0.499898	0.499802	0.499732	0.499493	0.499493	0.998198	0.001734	0.499407	0.499407	0.004961	0.994931	0.002906	0.996926	0.997815	0.002136	0.002709	0.996552	0.499562	0.499562	0.993180	0.006788	0.499789	0.499789
285	F3	-	0.599176	0.791782	0.207263	0.997315	0.002580	0.998198	0.001734	0.996407	0.003502	0.997763	0.002188	0.999197	0.000735	0.966397	0.033373	0.499951	0.499951	0.001055	0.998122	0.488223	0.511692	0.973313	0.018759
286	F3	-	0.789723	0.469997	0.528294	0.823611	0.171131	0.122466	0.873192	0.996407	0.003502	0.004961	0.994931	0.486437	0.513209	0.997815	0.002136	0.233107	0.761517	0.001147	0.998701	0.056011	0.943720	0.978009	0.020895
287	F3	-	0.523281	0.574283	0.425365	0.002622	0.997198	0.998198	0.001734	0.996407	0.003502	0.482700	0.516126	0.492386	0.507234	0.997815	0.002136	0.997153	0.002771	0.001090	0.998390	0.773825	0.225342	0.000633	0.999217
288	F3	-	0.469064	0.623775	0.375559	0.002622	0.997198	0.998198	0.001734	0.996407	0.003502	0.997177	0.002453	0.999007	0.000759	0.469184	0.530711	0.761517	0.233107	0.001147	0.998701	0.013168	0.986786	0.999320	0.000641
289	F3	-	0.598474	0.700182	0.299586	0.997315	0.002580	0.499910	0.499910	0.499407	0.499407	0.997763	0.002188	0.999197	0.000735	0.997815	0.002136	0.997045	0.002806	0.001147	0.998701	0.013168	0.986786	0.999052	0.000609
290	F3	-	0.445014	0.455546	0.544193	0.002622	0.997198	0.997757	0.001716	0.499934	0.499934	0.997763	0.002188	0.999197	0.000735	0.002136	0.997815	0.499636	0.499636	0.499771	0.499771	0.056011	0.943720	0.000633	0.999217
291	F3	-	0.695143	0.696322	0.303230	0.997315	0.002580	0.499910	0.499910	0.996407	0.003502	0.997763	0.002188	0.999197	0.000735	0.966397	0.033373	0.996440	0.003134	0.001229	0.998351	0.488223	0.511692	0.020334	0.976840
292	F3	-	0.505974	0.313663	0.685952	0.002622	0.997198	0.998198	0.001734	0.995583	0.004040	0.004961	0.994931	0.024417	0.975139	0.076330	0.922353	0.499951	0.499951	0.001229	0.998351	0.013168	0.986786	0.520171	0.479034
293	F3	-	0.636550	0.364159	0.635532	0.997315	0.002580	0.621590	0.377175	0.995583	0.004040	0.997763	0.002188	0.009630	0.990050	0.002136	0.997815	0.002771	0.997153	0.001147	0.998701	0.013168	0.986786	0.000483	0.998831
294	F3	-	0.389157	0.725597	0.273918	0.499493	0.499493	0.998198	0.001734	0.576405	0.422266	0.997763	0.002188	0.999007	0.000759	0.499738	0.499738	0.997153	0.002771	0.998769	0.001138	0.647979	0.351763	0.041463	0.957330
295	F3	-	0.582451	0.399304	0.599706	0.002513	0.996430	0.001732	0.997750	0.910831	0.088343	0.674383	0.324607	0.002906	0.996926	0.996382	0.003479	0.761517	0.233107	0.001147	0.998701	0.141893	0.857980	0.499737	0.499737
296	F3	-	0.627336	0.692788	0.305160	0.637059	0.346955	0.001734	0.998198	0.995583	0.004040	0.453637	0.545199	0.993288	0.006537	0.976409	0.023049	0.499864	0.499864	0.998388	0.001147	0.393910	0.605713	0.978009	0.020895
297	F3	-	0.658446	0.252668	0.746184	0.499252	0.499252	0.001734	0.998198	0.992071	0.001465	0.453637	0.545199	0.042349	0.956981	0.023049	0.976409	0.499636	0.499636	0.001147	0.998701	0.013168	0.986786	0.000633	0.999217
298	F3	-	0.420731	0.586040	0.413435	0.996632	0.002754	0.377175	0.621590	0.003502	0.996407	0.453637	0.545199	0.993288	0.006537	0.042154	0.956922	0.003134	0.996440	0.998769	0.001138	0.993180	0.006788	0.998931	0.000577
299	F3	-	0.243047	0.459066	0.540441	0.002622	0.997198	0.621590	0.377175	0.499791	0.499791	0.997763	0.002188	0.007921	0.991607	0.002136	0.997815	0.763344	0.235521	0.499771	0.499771	0.696121	0.303745	0.499601	0.499601
300	F3	-	0.499274	0.393744	0.605813	0.499672	0.499672	0.001972	0.997742	0.499660	0.499660	0.997763	0.002188	0.459670	0.539140	0.006900	0.992821	0.499951	0.499951	0.001147	0.998701	0.013168	0.986786	0.957539	0.041467
301-145	F4	-	0.947475	0.450265	0.549732	0.997150	0.002850	0.001972	0.998028	0.996497	0.003503	0.003582	0.996407	0.998748	0.001240	0.996310	0.003682	0.002771	0.997229	0.456812	0.543186	0.007136	0.992864	0.041673	0.958327
302-28	C1	-	0.951488	0.404195	0.595805	0.996149	0.003851	0.001853	0.998147	0.786796	0.213204	0.003144	0.996856	0.998660	0.001340	0.996810	0.003190	0.224714	0.775286	0.005762	0.994238	0.007478	0.992522	0.020584	0.979416
