Id	Cycle	Group	MS	All(+/+)	All(-/-)	All(+/-)	QTL1(+/+)	QTL1(-/-)	QTL1(+/-)	QTL2(+/+)	QTL2(-/-)	QTL2(+/-)	QTL3(+/+)	QTL3(-/-)	QTL3(+/-)	QTL4(+/+)	QTL4(-/-)	QTL4(+/-)	QTL5(+/+)	QTL5(-/-)	QTL5(+/-)	QTL6(+/+)	QTL6(-/-)	QTL6(+/-)	QTL7(+/+)	QTL7(-/-)	QTL7(+/-)	QTL8(+/+)	QTL8(-/-)	QTL8(+/-)	QTL9(+/+)	QTL9(-/-)	QTL9(+/-)	QTL10(+/+)	QTL10(-/-)	QTL10(+/-)
147	F3	-	0.653619	0.574404	0.266405	0.158430	0.008299	0.710252	0.276208	0.759064	0.008289	0.231449	0.992642	0.001099	0.005882	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.004882	0.937907	0.056981	0.006098	0.006098	0.987706	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
148	F3	-	0.351193	0.243953	0.541195	0.214481	0.000931	0.995507	0.003381	0.003693	0.003693	0.991846	0.389311	0.543450	0.065909	0.990837	0.000867	0.008188	0.000357	0.994377	0.005097	0.000799	0.996478	0.002675	0.006028	0.006028	0.987672	0.000424	0.998055	0.001428	0.048629	0.873328	0.077988	0.998518	0.000171	0.000625
149	F3	-	0.521864	0.350895	0.305196	0.341938	0.001047	0.995090	0.003189	0.997099	0.000635	0.002198	0.432864	0.014312	0.548430	0.095933	0.004375	0.896891	0.001692	0.010276	0.987685	0.937835	0.004681	0.056562	0.001029	0.995412	0.003483	0.086781	0.003229	0.900968	0.003158	0.988306	0.008339	0.951514	0.035647	0.011632
150	F3	-	0.694754	0.497729	0.107897	0.394050	0.005677	0.005677	0.987989	0.003747	0.003747	0.991645	0.001309	0.994214	0.004386	0.990837	0.000867	0.008188	0.998468	0.000220	0.001078	0.007153	0.068624	0.923977	0.994072	0.000766	0.004735	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.001293	0.001293	0.996994
151	F3	-	0.521242	0.304250	0.260830	0.433983	0.005301	0.005301	0.987903	0.996673	0.000632	0.002168	0.013891	0.587152	0.397226	0.000804	0.996379	0.002768	0.001714	0.011264	0.986567	0.000799	0.996478	0.002675	0.005855	0.005855	0.987561	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.042730	0.001681	0.951456
152	F3	-	0.570885	0.225689	0.083408	0.690392	0.005495	0.005495	0.987998	0.008289	0.759064	0.231449	0.007366	0.007366	0.984083	0.990837	0.000867	0.008188	0.002253	0.029024	0.968369	0.004569	0.004569	0.990691	0.006098	0.006098	0.987706	0.002522	0.002522	0.994497	0.230660	0.018857	0.750106	0.998800	0.000215	0.000836
153	F3	-	0.621600	0.446918	0.203373	0.349364	0.995704	0.000968	0.003223	0.253808	0.009393	0.735565	0.992642	0.001099	0.005882	0.990837	0.000867	0.008188	0.000357	0.994377	0.005097	0.996478	0.000799	0.002675	0.005934	0.005934	0.987601	0.002522	0.002522	0.994497	0.230660	0.018857	0.750106	0.000239	0.998918	0.000804
154	F3	-	0.343372	0.247591	0.559801	0.191563	0.005495	0.005495	0.987998	0.996668	0.000650	0.002164	0.994214	0.001309	0.004386	0.422308	0.005256	0.565638	0.000357	0.994377	0.005097	0.000790	0.996430	0.002684	0.001029	0.995412	0.003483	0.000314	0.997510	0.001809	0.054585	0.603069	0.341513	0.000151	0.998504	0.000853
155	F3	-	0.674958	0.599412	0.248755	0.151092	0.000765	0.994350	0.004202	0.997099	0.000635	0.002198	0.994214	0.001309	0.004386	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.996044	0.000723	0.002447	0.012123	0.477393	0.506848	0.997961	0.000407	0.001481	0.037830	0.014362	0.947724	0.958559	0.001734	0.037910
156	F3	-	0.709055	0.620956	0.202528	0.176196	0.995461	0.000944	0.003360	0.997099	0.000635	0.002198	0.994214	0.001309	0.004386	0.990837	0.000867	0.008188	0.998468	0.000220	0.001078	0.996478	0.000799	0.002675	0.005855	0.005855	0.987561	0.000251	0.996875	0.001608	0.230660	0.018857	0.750106	0.000239	0.998918	0.000804
157	F3	-	0.505143	0.316726	0.306032	0.376834	0.000765	0.994350	0.004202	0.000650	0.996668	0.002164	0.994214	0.001309	0.004386	0.014390	0.004634	0.980692	0.001883	0.016731	0.981006	0.937907	0.004882	0.056981	0.994932	0.001129	0.003436	0.002522	0.002522	0.994497	0.219813	0.039473	0.740124	0.000183	0.998626	0.000853
158	F3	-	0.445727	0.395068	0.502407	0.101318	0.995460	0.000947	0.003373	0.997099	0.000635	0.002198	0.004340	0.576790	0.412826	0.000804	0.996379	0.002768	0.000708	0.981128	0.017843	0.937835	0.004681	0.056562	0.012123	0.477393	0.506848	0.000353	0.997593	0.001589	0.003158	0.988306	0.008339	0.998800	0.000215	0.000836
159	F3	-	0.691253	0.586307	0.202769	0.209892	0.994751	0.000873	0.003761	0.997099	0.000635	0.002198	0.992642	0.001099	0.005882	0.000337	0.994290	0.003157	0.000000	0.009606	0.986131	0.883398	0.009376	0.106824	0.001029	0.995412	0.003483	0.997423	0.000301	0.001856	0.037830	0.014362	0.947724	0.958559	0.001734	0.037910
160	F3	-	0.446550	0.275541	0.377696	0.342017	0.266055	0.675540	0.055097	0.000632	0.996673	0.002168	0.007538	0.007538	0.984244	0.000528	0.994978	0.003359	0.133966	0.003553	0.857639	0.851210	0.086531	0.054721	0.459692	0.000000	0.513740	0.997961	0.000407	0.001481	0.037830	0.014362	0.947724	0.000000	0.997382	0.000000
161	F3	-	0.496362	0.394572	0.401252	0.203581	0.012373	0.303768	0.681779	0.000495	0.996283	0.002892	0.994214	0.001309	0.004386	0.009827	0.682191	0.307384	0.000708	0.981128	0.017843	0.923442	0.052441	0.023558	0.005855	0.005855	0.987561	0.997680	0.000380	0.001418	0.002606	0.988998	0.008365	0.998518	0.000171	0.000625
162	F3	-	0.319716	0.293598	0.653418	0.052235	0.000931	0.995507	0.003381	0.000635	0.997099	0.002198	0.001399	0.993624	0.004394	0.000783	0.996246	0.002857	0.000608	0.984294	0.014626	0.000723	0.995537	0.003419	0.004655	0.532661	0.458331	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.951514	0.035647	0.011632
163	F3	-	0.549927	0.303811	0.202941	0.492232	0.995704	0.000968	0.003223	0.000474	0.996245	0.002995	0.994214	0.001309	0.004386	0.000000	0.992442	0.000000	0.001692	0.010276	0.987685	0.009058	0.009058	0.981513	0.995412	0.001029	0.003483	0.002428	0.002428	0.994323	0.037830	0.014362	0.947724	0.001293	0.001293	0.996994
164	F3	-	0.619970	0.501596	0.260160	0.236749	0.995704	0.000968	0.003223	0.000617	0.996953	0.002285	0.992642	0.001099	0.005882	0.000000	0.671502	0.318952	0.998718	0.000256	0.000959	0.009042	0.009042	0.981258	0.994932	0.001129	0.003436	0.004087	0.915095	0.078851	0.976771	0.003153	0.020029	0.043446	0.002407	0.952615
165	F3	-	0.576923	0.358305	0.203102	0.437236	0.005495	0.005495	0.987998	0.003812	0.003812	0.991962	0.001309	0.994214	0.004386	0.598979	0.001433	0.393001	0.000730	0.027511	0.967829	0.001599	0.992985	0.005306	0.995412	0.001029	0.003483	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.000982	0.000982	0.996887
166	F3	-	0.655121	0.553047	0.241852	0.204147	0.000931	0.995507	0.003381	0.989760	0.002547	0.007451	0.554806	0.385810	0.051683	0.014390	0.004634	0.980692	0.002253	0.029024	0.968369	0.000799	0.996478	0.002675	0.994004	0.000746	0.004870	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
167	F3	-	0.477262	0.259900	0.304165	0.434723	0.000931	0.995507	0.003381	0.003693	0.003693	0.991846	0.007538	0.007538	0.984244	0.598979	0.001433	0.393001	0.002253	0.029024	0.968369	0.009058	0.009058	0.981513	0.001029	0.995412	0.003483	0.000232	0.996663	0.000741	0.976771	0.003153	0.020029	0.998518	0.000171	0.000625
168	F3	-	0.565609	0.199813	0.067691	0.731591	0.005677	0.005677	0.987989	0.003891	0.003891	0.992038	0.013891	0.587152	0.397226	0.987539	0.000580	0.011181	0.001692	0.010276	0.987685	0.937907	0.004882	0.056981	0.006098	0.006098	0.987706	0.002522	0.002522	0.994497	0.037830	0.014362	0.947724	0.001087	0.041467	0.952885
169	F3	-	0.597571	0.399071	0.201639	0.396999	0.005495	0.005495	0.987998	0.009393	0.253808	0.735565	0.543450	0.389311	0.065909	0.522898	0.290323	0.174871	0.998718	0.000256	0.000959	0.004569	0.004569	0.990691	0.005855	0.005855	0.987561	0.898932	0.077562	0.017238	0.002606	0.988998	0.008365	0.998800	0.000215	0.000836
170	F3	-	0.523435	0.253796	0.205927	0.539279	0.005301	0.005301	0.987903	0.997099	0.000635	0.002198	0.587413	0.014304	0.397419	0.014390	0.004634	0.980692	0.000730	0.027511	0.967829	0.009058	0.009058	0.981513	0.006098	0.006098	0.987706	0.915025	0.003816	0.078361	0.002606	0.988998	0.008365	0.000239	0.998918	0.000804
171	F3	-	0.391826	0.235404	0.448179	0.312843	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.332736	0.482841	0.154876	0.014390	0.004634	0.980692	0.000000	0.009606	0.986131	0.000799	0.996478	0.002675	0.006098	0.006098	0.987706	0.000314	0.997510	0.001809	0.003158	0.988306	0.008339	0.998518	0.000171	0.000625
172	F3	-	0.304886	0.203819	0.593612	0.202134	0.000765	0.994350	0.004202	0.003747	0.003747	0.991645	0.007623	0.007623	0.984336	0.990837	0.000867	0.008188	0.000357	0.994377	0.005097	0.000799	0.996478	0.002675	0.994932	0.001129	0.003436	0.000314	0.997510	0.001809	0.003158	0.988306	0.008339	0.035662	0.951734	0.011610
173	F3	-	0.548864	0.300441	0.202373	0.496846	0.005677	0.005677	0.987989	0.003891	0.003891	0.992038	0.007742	0.007742	0.984383	0.014390	0.004634	0.980692	0.000357	0.994377	0.005097	0.004542	0.004542	0.990392	0.992893	0.000685	0.005512	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.000183	0.998626	0.000853
174	F3	-	0.590692	0.394989	0.211982	0.391407	0.994751	0.000873	0.003761	0.997099	0.000635	0.002198	0.007538	0.007538	0.984244	0.000000	0.992442	0.000000	0.000730	0.027511	0.967829	0.937907	0.004882	0.056981	0.005934	0.005934	0.987601	0.004527	0.090795	0.902254	0.002606	0.988998	0.008365	0.998800	0.000215	0.000836
175	F3	-	0.536337	0.217539	0.143320	0.637596	0.012373	0.303768	0.681779	0.247735	0.002566	0.744120	0.007623	0.007623	0.984336	0.014390	0.004634	0.980692	0.133966	0.003553	0.857639	0.856640	0.098863	0.043506	0.006098	0.006098	0.987706	0.000353	0.997593	0.001589	0.894923	0.007213	0.097595	0.001293	0.001293	0.996994
176	F3	-	0.625868	0.308322	0.055308	0.635092	0.045813	0.045813	0.906613	0.996245	0.000474	0.002995	0.007742	0.007742	0.984383	0.987539	0.000580	0.011181	0.001692	0.010276	0.987685	0.004486	0.004486	0.989740	0.002616	0.467648	0.522126	0.997961	0.000407	0.001481	0.037830	0.014362	0.947724	0.001293	0.001293	0.996994
177	F3	-	0.459489	0.246598	0.326682	0.425783	0.011282	0.303023	0.680862	0.000635	0.997099	0.002198	0.014304	0.587413	0.397419	0.424470	0.007846	0.567123	0.998545	0.000275	0.001030	0.004542	0.004542	0.990392	0.995412	0.001029	0.003483	0.002428	0.002428	0.994323	0.012368	0.404060	0.583191	0.001991	0.959106	0.037807
178	F3	-	0.519824	0.441142	0.400669	0.157364	0.000936	0.994852	0.003155	0.997099	0.000635	0.002198	0.994214	0.001309	0.004386	0.000756	0.996096	0.002829	0.001306	0.009579	0.986736	0.937887	0.004825	0.056863	0.477393	0.012123	0.506848	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.998800	0.000215	0.000836
179	F3	-	0.600592	0.430437	0.228330	0.340311	0.677706	0.267440	0.052994	0.003891	0.003891	0.992038	0.994214	0.001309	0.004386	0.014390	0.004634	0.980692	0.133966	0.003553	0.857639	0.937907	0.004882	0.056981	0.540888	0.013065	0.444913	0.000424	0.998055	0.001428	0.002183	0.986257	0.011203	0.998800	0.000215	0.000836
180	F3	-	0.267536	0.017243	0.478399	0.500585	0.012373	0.303768	0.681779	0.000635	0.997099	0.002198	0.000000	0.571370	0.404964	0.014248	0.004611	0.980645	0.132141	0.002226	0.862380	0.000799	0.996478	0.002675	0.005934	0.005934	0.987601	0.002405	0.912214	0.078251	0.002606	0.988998	0.008365	0.001293	0.001293	0.996994
181	F3	-	0.504692	0.247813	0.236541	0.513758	0.300245	0.009728	0.681748	0.003827	0.003827	0.991350	0.993624	0.001399	0.004394	0.615075	0.006267	0.371612	0.000708	0.981128	0.017843	0.004542	0.004542	0.990392	0.001029	0.995412	0.003483	0.002522	0.002522	0.994497	0.555265	0.359286	0.085269	0.001293	0.001293	0.996994
182	F3	-	0.252062	0.104596	0.600328	0.294934	0.000931	0.995507	0.003381	0.000635	0.997099	0.002198	0.994214	0.001309	0.004386	0.000804	0.996379	0.002768	0.000357	0.994377	0.005097	0.007394	0.007394	0.984999	0.001029	0.995412	0.003483	0.002522	0.002522	0.994497	0.037830	0.014362	0.947724	0.000239	0.998918	0.000804
183	F3	-	0.362218	0.291875	0.566152	0.140685	0.000936	0.994852	0.003155	0.008289	0.759064	0.231449	0.994214	0.001309	0.004386	0.616067	0.006559	0.376722	0.000357	0.994377	0.005097	0.996478	0.000799	0.002675	0.000746	0.994004	0.004870	0.070856	0.893197	0.027539	0.230660	0.018857	0.750106	0.000151	0.998504	0.000853
184	F3	-	0.561172	0.482392	0.359639	0.157561	0.005301	0.005301	0.987903	0.000635	0.997099	0.002198	0.014304	0.587413	0.397419	0.990837	0.000867	0.008188	0.998545	0.000275	0.001030	0.996478	0.000799	0.002675	0.001029	0.995412	0.003483	0.997433	0.000366	0.001377	0.819114	0.009935	0.170532	0.000239	0.998918	0.000804
185	F3	-	0.548972	0.398920	0.300536	0.300104	0.993277	0.000585	0.003771	0.997099	0.000635	0.002198	0.007742	0.007742	0.984383	0.987539	0.000580	0.011181	0.001714	0.011264	0.986567	0.996478	0.000799	0.002675	0.001029	0.995412	0.003483	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.001293	0.001293	0.996994
186	F3	-	0.698046	0.504158	0.104090	0.387775	0.000931	0.995507	0.003381	0.996245	0.000474	0.002995	0.007742	0.007742	0.984383	0.598979	0.001433	0.393001	0.000730	0.027511	0.967829	0.004542	0.004542	0.990392	0.459692	0.000000	0.513740	0.997433	0.000366	0.001377	0.976771	0.003153	0.020029	0.998518	0.000171	0.000625
187	F3	-	0.400986	0.399461	0.597364	0.003051	0.000931	0.995507	0.003381	0.000635	0.997099	0.002198	0.994214	0.001309	0.004386	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.996478	0.000799	0.002675	0.001029	0.995412	0.003483	0.000393	0.997670	0.001458	0.002606	0.988998	0.008365	0.998800	0.000215	0.000836
188	F3	-	0.400782	0.300888	0.498565	0.199789	0.993277	0.000585	0.003771	0.003696	0.003696	0.991851	0.001309	0.994214	0.004386	0.014390	0.004634	0.980692	0.996929	0.000000	0.000000	0.000799	0.996478	0.002675	0.995412	0.001029	0.003483	0.000314	0.997510	0.001809	0.002606	0.988998	0.008365	0.000151	0.998504	0.000853
189	F3	-	0.570563	0.467608	0.325513	0.205910	0.677706	0.267440	0.052994	0.003891	0.003891	0.992038	0.001309	0.994214	0.004386	0.000417	0.994812	0.003910	0.996173	0.000000	0.000000	0.004569	0.004569	0.990691	0.994004	0.000746	0.004870	0.996610	0.000251	0.001005	0.002606	0.988998	0.008365	0.998800	0.000215	0.000836
190	F3	-	0.401963	0.202963	0.398583	0.398000	0.000931	0.995507	0.003381	0.003696	0.003696	0.991851	0.000962	0.992364	0.006235	0.000804	0.996379	0.002768	0.000608	0.984294	0.014626	0.004569	0.004569	0.990691	0.995412	0.001029	0.003483	0.002428	0.002428	0.994323	0.976771	0.003153	0.020029	0.043446	0.002407	0.952615
191	F3	-	0.145960	0.045852	0.753443	0.200214	0.005677	0.005677	0.987989	0.000635	0.997099	0.002198	0.389311	0.543450	0.065909	0.000827	0.996015	0.002633	0.000357	0.994377	0.005097	0.052441	0.923442	0.023558	0.001029	0.995412	0.003483	0.005401	0.091042	0.902109	0.002606	0.988998	0.008365	0.000239	0.998918	0.000804
192	F3	-	0.525569	0.307927	0.256310	0.435285	0.000931	0.995507	0.003381	0.003696	0.003696	0.991851	0.007742	0.007742	0.984383	0.000804	0.996379	0.002768	0.998718	0.000256	0.000959	0.996044	0.000723	0.002447	0.013065	0.540888	0.444913	0.002522	0.002522	0.994497	0.056947	0.015172	0.926815	0.998800	0.000215	0.000836
193	F3	-	0.594268	0.398620	0.209393	0.391296	0.994662	0.000806	0.004086	0.003696	0.003696	0.991851	0.994214	0.001309	0.004386	0.000417	0.994812	0.003910	0.998718	0.000256	0.000959	0.937887	0.004825	0.056863	0.006028	0.006028	0.987672	0.004527	0.090795	0.902254	0.002606	0.988998	0.008365	0.043446	0.002407	0.952615
194	F3	-	0.399019	0.298011	0.499363	0.202017	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.001309	0.994214	0.004386	0.000804	0.996379	0.002768	0.000000	0.009606	0.986131	0.000799	0.996478	0.002675	0.001074	0.994916	0.003271	0.002522	0.002522	0.994497	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
195	F3	-	0.406021	0.315318	0.502552	0.181405	0.001047	0.995090	0.003189	0.996245	0.000474	0.002995	0.994214	0.001309	0.004386	0.616067	0.006559	0.376722	0.000730	0.027511	0.967829	0.000723	0.995537	0.003419	0.540888	0.013065	0.444913	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.000239	0.998918	0.000804
196	F3	-	0.349617	0.122459	0.421031	0.454317	0.000931	0.995507	0.003381	0.003827	0.003827	0.991350	0.000962	0.992364	0.006235	0.282088	0.628257	0.072671	0.002253	0.029024	0.968369	0.004519	0.065645	0.929227	0.005934	0.005934	0.987601	0.901043	0.075664	0.021626	0.022792	0.415168	0.561906	0.000239	0.998918	0.000804
197	F3	-	0.452643	0.308944	0.401296	0.287400	0.303023	0.011282	0.680862	0.751677	0.005831	0.228390	0.001309	0.994214	0.004386	0.038334	0.004908	0.955584	0.001306	0.009579	0.986736	0.996478	0.000799	0.002675	0.994072	0.000766	0.004735	0.000393	0.997670	0.001458	0.002606	0.988998	0.008365	0.000239	0.998918	0.000804
198	F3	-	0.427929	0.301052	0.443774	0.253756	0.005677	0.005677	0.987989	0.000450	0.995116	0.001801	0.015520	0.433369	0.550358	0.000000	0.991426	0.000000	0.998718	0.000256	0.000959	0.014589	0.014589	0.970323	0.001129	0.994932	0.003436	0.997423	0.000301	0.001856	0.976771	0.003153	0.020029	0.000239	0.998918	0.000804
199	F3	-	0.677159	0.523267	0.165368	0.307783	0.005495	0.005495	0.987998	0.000650	0.996668	0.002164	0.007660	0.007660	0.984327	0.282088	0.628257	0.072671	0.125215	0.000000	0.860567	0.883398	0.009376	0.106824	0.995412	0.001029	0.003483	0.997423	0.000301	0.001856	0.976771	0.003153	0.020029	0.958559	0.001734	0.037910
200	F3	-	0.400362	0.298964	0.497934	0.202797	0.000765	0.994350	0.004202	0.003696	0.003696	0.991851	0.993957	0.001290	0.004579	0.014248	0.004611	0.980645	0.000708	0.981128	0.017843	0.000799	0.996478	0.002675	0.001029	0.995412	0.003483	0.997423	0.000301	0.001856	0.976771	0.003153	0.020029	0.000239	0.998918	0.000804
201	F3	-	0.596470	0.322525	0.126662	0.547889	0.009728	0.300245	0.681748	0.997099	0.000635	0.002198	0.013891	0.587152	0.397226	0.013727	0.320112	0.654763	0.867427	0.028207	0.102487	0.996478	0.000799	0.002675	0.006098	0.006098	0.987706	0.089161	0.003531	0.903097	0.230660	0.018857	0.750106	0.000982	0.000982	0.996887
202	F3	-	0.644989	0.507243	0.215289	0.275492	0.005301	0.005301	0.987903	0.997099	0.000635	0.002198	0.587413	0.014304	0.397419	0.020543	0.608555	0.369882	0.998545	0.000275	0.001030	0.995537	0.000723	0.003419	0.432021	0.509698	0.043011	0.997961	0.000407	0.001481	0.037830	0.014362	0.947724	0.000183	0.998626	0.000853
203	F3	-	0.472370	0.300007	0.354597	0.344726	0.005495	0.005495	0.987998	0.000635	0.997099	0.002198	0.007366	0.007366	0.984083	0.990837	0.000867	0.008188	0.998468	0.000220	0.001078	0.937835	0.004681	0.056562	0.013065	0.540888	0.444913	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.043343	0.002303	0.952449
204	F3	-	0.496573	0.417434	0.422274	0.158277	0.000931	0.995507	0.003381	0.759064	0.008289	0.231449	0.993627	0.001310	0.004024	0.009827	0.682191	0.307384	0.002253	0.029024	0.968369	0.000799	0.996478	0.002675	0.432021	0.509698	0.043011	0.000251	0.996875	0.001608	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
205	F3	-	0.495482	0.202412	0.210789	0.586141	0.005677	0.005677	0.987989	0.003827	0.003827	0.991350	0.007623	0.007623	0.984336	0.990837	0.000867	0.008188	0.000730	0.027511	0.967829	0.007494	0.069021	0.923379	0.006098	0.006098	0.987706	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.998800	0.000215	0.000836
206	F3	-	0.692050	0.489155	0.104790	0.405789	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.007742	0.007742	0.984383	0.990837	0.000867	0.008188	0.002253	0.029024	0.968369	0.004569	0.004569	0.990691	0.994072	0.000766	0.004735	0.997961	0.000407	0.001481	0.894923	0.007213	0.097595	0.001165	0.001165	0.996873
207	F3	-	0.322764	0.195672	0.546431	0.254185	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.433369	0.015520	0.550358	0.042524	0.013599	0.942967	0.002253	0.029024	0.968369	0.051775	0.923286	0.023659	0.425511	0.500831	0.040315	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.000226	0.998856	0.000811
208	F3	-	0.549522	0.498301	0.399050	0.102442	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.001309	0.994214	0.004386	0.014390	0.004634	0.980692	0.000357	0.994377	0.005097	0.000799	0.996478	0.002675	0.995412	0.001029	0.003483	0.997423	0.000301	0.001856	0.976771	0.003153	0.020029	0.998518	0.000171	0.000625
209	F3	-	0.620514	0.450330	0.207820	0.340367	0.001047	0.995090	0.003189	0.253266	0.008015	0.734816	0.993957	0.001290	0.004579	0.354190	0.014410	0.630482	0.131389	0.002107	0.858353	0.000799	0.996478	0.002675	0.995208	0.001006	0.003631	0.997961	0.000407	0.001481	0.774240	0.058152	0.167482	0.001248	0.001248	0.996978
210	F3	-	0.425525	0.299122	0.447402	0.252806	0.005695	0.005695	0.987900	0.997099	0.000635	0.002198	0.001309	0.994214	0.004386	0.014390	0.004634	0.980692	0.998468	0.000220	0.001078	0.923442	0.052441	0.023558	0.012123	0.477393	0.506848	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.035662	0.951734	0.011610
211	F3	-	0.377150	0.198874	0.442958	0.356552	0.000931	0.995507	0.003381	0.000474	0.996245	0.002995	0.001099	0.992642	0.005882	0.000000	0.991426	0.000000	0.000730	0.027511	0.967829	0.995537	0.000723	0.003419	0.006098	0.006098	0.987706	0.002522	0.002522	0.994497	0.022792	0.415168	0.561906	0.958559	0.001734	0.037910
212	F3	-	0.558171	0.369525	0.252128	0.377292	0.677706	0.267440	0.052994	0.003891	0.003891	0.992038	0.994214	0.001309	0.004386	0.035004	0.331039	0.632824	0.998718	0.000256	0.000959	0.000723	0.995537	0.003419	0.006098	0.006098	0.987706	0.000958	0.911390	0.081694	0.976771	0.003153	0.020029	0.001165	0.001165	0.996873
213	F3	-	0.378435	0.204078	0.446766	0.348714	0.000931	0.995507	0.003381	0.003827	0.003827	0.991350	0.000862	0.991087	0.006943	0.014390	0.004634	0.980692	0.998468	0.000220	0.001078	0.007394	0.007394	0.984999	0.013082	0.477718	0.508064	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.998800	0.000215	0.000836
214	F3	-	0.586919	0.481031	0.306336	0.211777	0.995704	0.000968	0.003223	0.997099	0.000635	0.002198	0.994214	0.001309	0.004386	0.000417	0.994812	0.003910	0.001306	0.009579	0.986736	0.920254	0.046770	0.029714	0.005855	0.005855	0.987561	0.000353	0.997593	0.001589	0.894923	0.007213	0.097595	0.000183	0.998626	0.000853
215	F3	-	0.511507	0.356729	0.332921	0.309556	0.005495	0.005495	0.987998	0.994965	0.000421	0.003396	0.007742	0.007742	0.984383	0.000417	0.994812	0.003910	0.000730	0.027511	0.967829	0.004882	0.937907	0.056981	0.001029	0.995412	0.003483	0.997961	0.000407	0.001481	0.555265	0.359286	0.085269	0.998800	0.000215	0.000836
216	F3	-	0.539868	0.396239	0.312918	0.287259	0.005677	0.005677	0.987989	0.253266	0.008015	0.734816	0.994214	0.001309	0.004386	0.000337	0.994290	0.003157	0.855520	0.049882	0.079582	0.851210	0.086531	0.054721	0.000584	0.992802	0.001164	0.997680	0.000380	0.001418	0.002606	0.988998	0.008365	0.001293	0.001293	0.996994
217	F3	-	0.771064	0.685657	0.142425	0.170815	0.000936	0.994852	0.003155	0.997099	0.000635	0.002198	0.994214	0.001309	0.004386	0.035004	0.331039	0.632824	0.998718	0.000256	0.000959	0.851210	0.086531	0.054721	0.005855	0.005855	0.987561	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.998800	0.000215	0.000836
218	F3	-	0.523138	0.256863	0.209385	0.532550	0.000931	0.995507	0.003381	0.003827	0.003827	0.991350	0.001099	0.992642	0.005882	0.598979	0.001433	0.393001	0.001692	0.010276	0.987685	0.004519	0.065645	0.929227	0.005855	0.005855	0.987561	0.915095	0.004087	0.078851	0.037830	0.014362	0.947724	0.998800	0.000215	0.000836
219	F3	-	0.441915	0.337547	0.452813	0.208736	0.000931	0.995507	0.003381	0.997099	0.000635	0.002198	0.373506	0.532526	0.086779	0.000804	0.996379	0.002768	0.001692	0.010276	0.987685	0.004569	0.004569	0.990691	0.995412	0.001029	0.003483	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.998430	0.000159	0.000582
220	F3	-	0.565977	0.435943	0.302364	0.260068	0.001047	0.995090	0.003189	0.996283	0.000495	0.002892	0.428924	0.014725	0.546518	0.000417	0.994812	0.003910	0.001714	0.011264	0.986567	0.000799	0.996478	0.002675	0.994932	0.001129	0.003436	0.915095	0.004087	0.078851	0.976771	0.003153	0.020029	0.043446	0.002407	0.952615
221	F3	-	0.346195	0.198482	0.505709	0.295426	0.000931	0.995507	0.003381	0.996668	0.000650	0.002164	0.001309	0.994214	0.004386	0.014390	0.004634	0.980692	0.001692	0.010276	0.987685	0.007494	0.069021	0.923379	0.000746	0.994004	0.004870	0.000424	0.998055	0.001428	0.002606	0.988998	0.008365	0.958559	0.001734	0.037910
222	F3	-	0.705669	0.680196	0.268088	0.050947	0.266055	0.675540	0.055097	0.996283	0.000495	0.002892	0.994214	0.001309	0.004386	0.616067	0.006559	0.376722	0.000357	0.994377	0.005097	0.000799	0.996478	0.002675	0.995412	0.001029	0.003483	0.997961	0.000407	0.001481	0.976771	0.003153	0.020029	0.958037	0.001531	0.037606
223	F3	-	0.414654	0.230422	0.399999	0.368464	0.300245	0.009728	0.681748	0.003693	0.003693	0.991846	0.994214	0.001309	0.004386	0.000587	0.995310	0.003732	0.000357	0.994377	0.005097	0.004569	0.004569	0.990691	0.995412	0.001029	0.003483	0.002350	0.002350	0.994439	0.002606	0.988998	0.008365	0.000183	0.998626	0.000853
